state_abbr,county_name,county_fips,vote_total_county,vote_per_AI,vote_per_AS,vote_per_AU,vote_per_CS,vote_per_D,vote_per_G,vote_per_I,vote_per_IP,vote_per_JF,vote_per_L,vote_per_LN,vote_per_NL,vote_per_NN,vote_per_PG,vote_per_PJ,vote_per_R,vote_per_UC,vote_per_UN,vote_per_UY,vote_per_WP,loc_pct_served,loc_pct_underserved,loc_pct_unserved,loc_count_served,loc_count_underserved,loc_count_unserved
IA,Jefferson,19101,8290,0,0,0,0,45.69360676,0,0,0,0,0.5186972256,0,0,0,0,0,52.50904704,0,0,0,1.278648975,72.63737639,9.412942796,17.94968081,5803,752,1434
WI,Brown,55009,148712,0,0,0,0,45.68360321,0.232664479,0,0,0.05312281457,0.2931841412,0,0,0,0,0,53.21157674,0,0,0,0.5258486202,93.25450626,5.436401218,1.309092526,83916,4892,1178
WA,Grays Harbor,53027,37066,0,0,0,0,45.65100092,0.4073814277,0,0,0.09442615874,0.3399341715,0,0,0,0,0,51.86154427,0,0,0,1.645713052,90.15525467,2.412927778,7.431817555,32693,875,2695
OR,Wasco,41065,13171,0,0,0,0,45.59258978,0.5922101587,0,0,0,0.554247969,0,0,0,0.113886569,0,51.27932579,0,0,0,1.867739731,83.20669342,3.261333561,13.53197302,9746,382,1585
MI,Isabella,26073,30758,0,0,0,0,45.55237662,0.3446257884,0.04876780025,0,0,0.3771376552,0,0.6177254698,0,0,0,53.05936667,0,0,0,0,84.27797987,4.75848067,10.96353946,19925,1125,2592
NC,Cabarrus,37025,119675,0,0,0,0,45.5349906,0.5247545436,0,0,0.2339669939,0.4403593065,0,0,0,0,0,53.26592856,0,0,0,0,97.0846808,1.644508324,1.270810876,81056,1373,1061
OR,Jackson,41029,118489,0,0,0,0,45.49536244,0.5907721392,0,0,0,0.3637468457,0,0,0,0.1578205572,0,51.93309084,0,0,0,1.459207184,90.27339829,4.060230292,5.66637142,76439,3438,4798
NY,Orange,36071,166709,0,0,0,0,45.48584659,0,0,0,0,0,0,0,0,0,0,54.51415341,0,0,0,0,98.61851351,0.1723543606,1.20913213,111576,195,1368
VA,Lynchburg,51680,36648,0,0,0,0,45.47042131,0.3219821,0.2292075966,0,0,0.5675616678,0,0,0,0,0,53.41082733,0,0,0,0,97.87353555,0.6379393356,1.488525116,24394,159,371
SC,Florence,45041,60951,0,0,0,0,45.45618612,0.2723499204,0,0,0,0.3379764073,0,0,0,0,0,53.51019672,0.4232908402,0,0,0,97.43093874,0.7611376257,1.807923638,54915,429,1019
MI,Berrien,26021,84289,0,0,0,0,45.42466989,0.2788026907,0.07592924344,0,0,0.423542811,0,0.4508298829,0,0,0,53.34622549,0,0,0,0,96.23366326,1.305572264,2.460764477,70393,955,1800
MT,Lewis and Clark,30049,42023,0,0,0,0,45.41560574,0.4711705495,0,0,0,0.7900435476,0,0,0,0,0,51.11248602,0,0,0,2.210694144,84.1122746,8.403867385,7.483858017,25142,2512,2237
NC,Alamance,37001,89450,0,0,0,0,45.41531582,0.4237003913,0,0,0.2291783119,0.3409726104,0,0,0,0,0,53.59083287,0,0,0,0,97.16926201,0.9122262202,1.918511772,65083,611,1285
WI,Vernon,55123,16550,0,0,0,0,45.40181269,0.4048338369,0,0,0.07250755287,0.2658610272,0,0,0,0,0,53.21450151,0,0,0,0.6404833837,97.32854864,0.9835194046,1.687931951,14646,148,254
NY,Franklin,36033,18846,0,0,0,0,45.39424812,0,0,0,0,0,0,0,0,0,0,54.60575188,0,0,0,0,80.44335589,0.9506413716,18.60600274,19378,229,4482
CO,Douglas,8035,243338,0,0,0,0,45.37186958,0.3912253738,0,0,0,0.8124501722,0,0,0,0,0,52.37611881,0,0.9583377853,0.08999827401,0,98.76942086,0.553510156,0.6770689842,118307,663,811
OR,Yamhill,41071,57257,0,0,0,0,45.3586461,0.5501510732,0,0,0,0.5152208464,0,0,0,0.1449604415,0,51.49414045,0,0,0,1.93688108,83.41407808,3.912018446,12.67390347,32197,1510,4892
MS,Lowndes,28087,23882,0,0,0,0,45.33539905,0.108868604,0.4187253999,0,0,0.1884264299,0,0,0,0,0,53.94858052,0,0,0,0,99.64594025,0.0119345984,0.3421251542,25048,3,86
AR,Washington,5143,96781,0,0,0,0,45.23511846,0.742914415,1.430032754,0,0,0.6778189934,0,0,0,0,0,51.91411537,0,0,0,0,99.78663046,0.09698615523,0.1163833863,82310,80,96
FL,St. Lucie,12111,184717,0,0,0,0,45.21348874,0.2863840361,0,0,0,0.2046373642,0,0,0,0,0,54.29548986,0,0,0,0,98.18093905,0.5589784541,1.260082491,134016,763,1720
VA,Spotsylvania,51177,79077,0,0,0,0,45.20530622,0.4704275579,0.1365757426,0,0,0.4034042768,0,0,0,0,0,53.7842862,0,0,0,0,88.9097025,1.224646001,9.8656515,44141,608,4898
VA,Caroline,51033,17625,0,0,0,0,45.14609929,0.3234042553,0.1929078014,0,0,0.3744680851,0,0,0,0,0,53.96312057,0,0,0,0,68.47326049,3.227429557,28.29930995,9526,449,3937
IA,Dubuque,19061,52509,0,0,0,0,45.14464187,0,0,0,0,0.3866003923,0,0,0,0,0,53.75078558,0,0,0,0.7179721572,98.8339029,0.6626144575,0.503482639,37886,254,193
GA,Burke,13033,11070,0,0,0,0,45.1129178,0.1445347787,0,0,0,0.298102981,0,0,0,0,0,54.44444444,0,0,0,0,65.46749617,3.597511496,30.93499234,7261,399,3431
OH,Mahoning,39099,110542,0,0,0,0,45.06070091,0,0,0,0,0.3654719473,0,0,0,0,0,54.57382714,0,0,0,0,99.12338308,0.2815920398,0.5950248756,99619,283,598
MI,Benzie,26019,12828,0,0,0,0,45.05768631,0.2806361085,0.03897723729,0,0,0.4209541628,0,0.4521359526,0,0,0,53.74961023,0,0,0,0,83.83206107,2.908396947,13.25954198,10982,381,1737
TX,Jefferson,48245,85852,0,0,0,0,45.03331314,0.3832176303,0,0,0,0.4752364534,0,0,0,0,0,54.10823277,0,0,0,0,98.52072277,0.4812753798,0.9980018478,91709,448,929
MI,Clinton,26037,49873,0,0,0,0,45.01433641,0.3047741263,0.06215788102,0,0,0.4411204459,0,0.5393699998,0,0,0,53.63824113,0,0,0,0,81.78665733,4.96929978,13.24404288,25708,1562,4163
ME,Franklin,23007,17004,0,0,0,0,44.90119972,1.035050576,0.3352152435,0,0,0.6527875794,0,0,0,0,0,53.07574688,0,0,0,0,94.33523451,1.583697879,4.081067612,17036,286,737
MN,Mahnomen,27087,2172,0,0,0,0,44.88950276,0.138121547,0,0,0.04604051565,0.04604051565,0,0,0,0,0,53.63720074,0,0,0,1.243093923,84.52294246,5.06190823,10.41514931,2321,139,286
NC,Granville,37077,32017,0,0,0,0,44.87615954,0.2654839616,0,0,0.2186338508,0.3404441391,0,0,0,0,0,54.29927851,0,0,0,0,86.99399723,5.117746652,7.888256118,22608,1330,2050
ND,Cass,38017,89842,0,0,0,0,44.86097816,0,0,0,0,1.853253489,0,0,0,0,0,53.28576835,0,0,0,0,99.87062682,0.07835276968,0.05102040816,54809,43,28
CT,,9005,104853,0,0,0,0,44.84373361,0.5693685445,0.5083307106,0,0,0.3843476105,0,0,0,0,0,53.69421953,0,0,0,0,,,,,,
MN,Scott,27139,89691,0,0,0,0,44.8361597,0.4459756274,0,0,0.08139055201,0.5507798999,0,0,0,0,0,53.33422528,0,0,0,0.7514689322,96.47589984,2.269971991,1.254128172,46156,1086,600
TX,Duval,48131,4447,0,0,0,0,44.81673038,0.1349224196,0,0,0,0.2923319092,0,0,0,0,0,54.75601529,0,0,0,0,93.74688176,0.06652253451,6.186595709,5637,4,372
SC,Jasper,45053,18178,0,0,0,0,44.8014083,0.1870392782,0,0,0,0.3465727803,0,0,0,0,0,54.4614369,0.203542744,0,0,0,96.68697073,1.136532462,2.176496806,13016,153,293
AL,Madison,1089,195749,0,0,0,0,44.70469836,0.3443184895,1.234744494,0,0,0,0,0,0,0,0,53.71623865,0,0,0,0,98.87103835,0.2646625718,0.8642990753,149056,399,1303
WA,Walla Walla,53071,28869,0,0,0,0,44.69846548,0.3844954796,0,0,0.1212373134,0.5195884859,0,0,0,0,0,52.90449964,0,0,0,1.371713603,92.06271436,4.703576678,3.233708966,20669,1056,726
NE,Thurston,31173,2056,0,0,0,0,44.69844358,0.1945525292,0,0,0,0.3891050584,0.3891050584,0,0,0,0,54.32879377,0,0,0,0,97.26277372,0.8394160584,1.897810219,2665,23,52
IA,Winneshiek,19191,11911,0,0,0,0,44.67299135,0,0,0,0,0.3861976324,0,0,0,0,0,53.95852573,0,0,0,0.9822852825,90.70972887,2.023524721,7.266746411,9100,203,729
MT,Blaine,30005,3019,0,0,0,0,44.65054654,0.5299768135,0,0,0,0.2649884068,0,0,0,0,0,50.54653859,0,0,0,4.007949652,99.76076555,0.02990430622,0.2093301435,3336,1,7
NC,Jackson,37099,21828,0,0,0,0,44.64907458,0.5772402419,0,0,0.2657137621,0.4672897196,0,0,0,0,0,54.04068169,0,0,0,0,80.02422253,5.414908579,14.56086889,20483,1386,3727
PA,Cumberland,42041,148396,0,0,0,0,44.64742985,0.6422005984,0,0,0,0.6206366748,0,0,0,0,0,54.08973288,0,0,0,0,96.87337887,1.275289642,1.851331489,89635,1180,1713
OH,Wood,39173,67287,0,0,0,0,44.60891405,0,0,0,0,0.5855514438,0,0,0,0,0,54.8055345,0,0,0,0,97.46855012,2.403911187,0.1275386964,50439,1244,66
NC,Martin,37117,12022,0,0,0,0,44.58492763,0.1913159208,0,0,0.1497255032,0.1663616703,0,0,0,0,0,54.90766927,0,0,0,0,78.97885919,4.35580375,16.66533706,9900,546,2089
MT,Park,30067,11717,0,0,0,0,44.58479133,0.4437996074,0,0,0,0.6571648033,0,0,0,0,0,52.30007681,0,0,0,2.014167449,64.18946932,5.825041459,29.98548922,6193,562,2893
AK,,2937,3516,0,0.2844141069,0.4266211604,0.4835039818,44.53924915,1.052332196,2.332195677,0,0,0.6257110353,0,0,0,0,0,50.2559727,0,0,0,0,,,,,,
NY,Suffolk,36103,726397,0,0,0,0,44.53115858,0,0,0,0,0,0,0,0,0,0,55.46884142,0,0,0,0,99.06415183,0.1166507813,0.8191973857,487462,574,4031
ID,Latah,16057,20333,0,0,0,0,44.45482713,0.6000098362,1.721339694,0,0,0.752471352,0,0,0,0,0,52.47135199,0,0,0,0,68.50740875,9.049512107,22.44307915,9478,1252,3105
CA,Placer,6061,224681,1.389525594,0,0,0,44.44701599,0.6863063632,0,0,0,0.660046911,0,0,0,0,0,52.81710514,0,0,0,0,93.28881215,3.95802651,2.753161343,146956,6235,4337
ME,,23009,651,0,0,0,0,44.39324117,0.9216589862,0.6144393241,0,0,0.7680491551,0,0,0,0,0,53.30261137,0,0,0,0,,,,,,
CO,Huerfano,8055,4427,0,0,0,0,44.38671787,0.3388299074,0,0,0,0.2484752654,0,0,0,0,0,52.99299752,0,1.8296815,0.2032979444,0,59.98899285,20.39992662,19.61108054,3270,1112,1069
SC,Dillon,45033,11827,0,0,0,0,44.31385812,0.1014627547,0,0,0,0.1775598207,0,0,0,0,0,55.17882811,0.2282911981,0,0,0,95.47375206,2.076917568,2.449330373,13331,290,342
WI,Outagamie,55087,111709,0,0,0,0,44.25605815,0.2739260042,0,0,0.06713872651,0.4153649214,0,0,0,0,0,54.45129757,0,0,0,0.5362146291,95.90417762,1.704645048,2.39117733,65656,1167,1637
GA,Early,13099,4879,0,0,0,0,44.23037508,0.04099200656,0,0,0,0.02049600328,0,0,0,0,0,55.70813691,0,0,0,0,74.66095646,7.958600999,17.38044254,4184,446,974
WI,Ozaukee,55089,63111,0,0,0,0,44.16662705,0.3042258877,0,0,0.04911980479,0.3565147122,0,0,0,0,0,54.67192724,0,0,0,0.4515853021,97.93014637,1.184119606,0.8857340285,31179,377,282
NY,Rockland,36087,149363,0,0,0,0,44.13408943,0,0,0,0,0,0,0,0,0,0,55.86591057,0,0,0,0,99.66859647,0.04734336111,0.2840601666,73683,35,210
IL,Knox,17095,21834,0,0,0,0,44.1055235,0,1.83200513,0,0,0,0,0,0,0,0,54.06247137,0,0,0,0,93.45945946,2.012474012,4.528066528,22477,484,1089
CT,,9015,56873,0,0,0,0,44.08594588,0.5714486663,0.5591405412,0,0,0.4325426828,0,0,0,0,0,54.35092223,0,0,0,0,,,,,,
GA,Houston,13153,81514,0,0,0,0,44.05010182,0.218367397,0,0,0,0.4158794808,0,0,0,0,0,55.3156513,0,0,0,0,98.78261985,0.5116525254,0.7057276212,61588,319,440
MN,Mower,27099,18892,0,0,0,0,43.99745924,0.2064365869,0,0,0.02646622909,0.2858352742,0,0,0,0,0,54.50455219,0,0,0,0.9792504764,98.61968761,0.4419421237,0.9383702627,16290,73,155
FL,Miami-Dade,12086,1091854,0,0,0,0,43.99443515,0.3492225151,0,0,0,0.1919670579,0,0,0,0,0,55.46437527,0,0,0,0,99.21334909,0.2339696416,0.5526812661,533871,1259,2974
DE,Sussex,10005,147405,0,0,0,0,43.98493945,0,0,0.7455649401,0,0.3018893525,0,0,0,0,0,54.96760625,0,0,0,0,97.34183389,2.179487179,0.4786789298,139705,3128,687
WA,Chelan,53007,41546,0,0,0,0,43.93202715,0.4139989409,0,0,0.08665094113,0.373080441,0,0,0,0,0,53.5839792,0,0,0,1.610263323,92.1486314,1.338817189,6.512551411,32487,472,2296
MI,Emmet,26047,22769,0,0,0,0,43.89740437,0.2810839299,0.06587904607,0,0,0.3864904036,0,0.6412227151,0,0,0,54.72791954,0,0,0,0,94.79453378,0.473224202,4.73224202,19631,98,980
WA,Klickitat,53039,13466,0,0,0,0,43.87345908,0.4975493836,0,0,0.08911332244,0.3713055102,0,0,0,0,0,53.2749146,0,0,0,1.893658102,65.01550655,6.176774638,28.80771881,7547,717,3344
ME,Penobscot,23019,77878,0,0,0,0,43.86861501,0.9014098975,0.2696525334,0,0,0.6638588562,0,0,0,0,0,54.2964637,0,0,0,0,91.78907357,3.925074088,4.285852339,56990,2437,2661
IN,Porter,18127,84875,0,0,0,0,43.84329897,0,0,0,0,0.7481590574,0,0,0,0,0,54.32459499,0,0,0,1.083946981,95.91995012,2.273453063,1.806596816,63076,1495,1188
CO,El Paso,8041,379529,0,0,0,0,43.83617589,0.4610978344,0,0,0,0.7899264615,0,0,0,0,0,53.67995595,0,1.091879672,0.1409641951,0,98.7882748,0.5653339068,0.6463912921,238874,1367,1563
CA,Trinity,6105,5442,2.021315693,0,0,0,43.75229695,1.102535832,0,0,0,0.4593899302,0,0,0,0,0,52.6644616,0,0,0,0,55.53183474,2.448825819,42.01933944,4422,195,3346
TX,Nueces,48355,121188,0,0,0,0,43.74608047,0.4117569396,0,0,0,0.5437832129,0,0,0,0,0,55.29837938,0,0,0,0,98.93535621,0.1694873419,0.8951564467,120249,206,1088
NY,Seneca,36099,14622,0,0,0,0,43.74230611,0,0,0,0,0,0,0,0,0,0,56.25769389,0,0,0,0,96.48027627,0.4250232435,3.094700491,14528,64,466
ID,Ada,16001,266147,0,0,0,0,43.62852108,0.4339707004,1.341739715,0,0,0.5808819938,0,0,0,0,0,54.01488651,0,0,0,0,98.97195389,0.4019923885,0.6260537198,180221,732,1140
LA,West Baton Rouge,22121,13785,0,0,0,0,43.58360537,0.2176278564,0,0,0.2031193326,0.2901704752,0,0,0,0,0,55.32825535,0,0,0,0.3772216177,96.01417949,1.417949161,2.567871347,11105,164,297
NE,Sarpy,31153,99984,0,0,0,0,43.51696271,0.2930468875,0,0,0,0.7481196992,0.2870459273,0,0,0,0,55.15482477,0,0,0,0,99.64174455,0.1791277259,0.1791277259,63970,115,115
NJ,Monmouth,34025,359422,0,0,0,0,43.50930104,0.5959568418,0.7275570221,0,0,0.2431681978,0,0,0,0,0,54.92401689,0,0,0,0,99.52562494,0.04632757456,0.4280474858,206237,96,887
MD,Calvert,24009,53882,0,0,0,0,43.49875654,0.4305705059,0,0,0,0.5512044839,0,0,0,0,0,54.49129579,0,1.028172674,0,0,98.77373532,0.4580373967,0.7682272793,34072,158,265
IA,Cerro Gordo,19033,22914,0,0,0,0,43.44505542,0,0,0,0,0.4495068517,0,0,0,0,0,55.1060487,0,0,0,0.9993890198,98.1891253,0.9503546099,0.8605200946,20767,201,182
CA,Stanislaus,6099,191215,1.439740606,0,0,0,43.44010669,0.4947310619,0,0,0,0.314305886,0,0,0,0,0,54.31111576,0,0,0,0,98.44286141,0.4090208364,1.148117758,158367,658,1847
SC,Clarendon,45027,16265,0,0,0,0,43.43067937,0.1660006148,0,0,0,0.2643713495,0,0,0,0,0,55.73316938,0.4057792807,0,0,0,83.77453218,9.373573711,6.851894112,14684,1643,1201
PA,Berks,42011,209812,0,0,0,0,43.42744934,0.4489733666,0,0,0,0.5214191753,0,0,0,0,0,55.60215812,0,0,0,0,96.48435631,1.206515869,2.309127822,141146,1765,3378
NC,Transylvania,37175,20679,0,0,0,0,43.38701098,0.4739107307,0,0,0.1934329513,0.3723584313,0,0,0,0,0,55.57328691,0,0,0,0,87.62342615,1.050101876,11.32647197,16772,201,2168
TX,Kleberg,48273,9946,0,0,0,0,43.38427509,0.2312487432,0,0,0,0.3619545546,0,0,0,0,0,56.02252162,0,0,0,0,92.59966777,5.265780731,2.134551495,11149,634,257
NY,Cayuga,36011,35237,0,0,0,0,43.35783409,0,0,0,0,0,0,0,0,0,0,56.64216591,0,0,0,0,94.38580528,0.5368516833,5.077343039,31119,177,1674
SD,Corson,46031,1143,0,0,0,0,43.30708661,0,0.6999125109,0,0,0.7874015748,0,0,0,0,0,55.2055993,0,0,0,0,86.81092221,0,13.18907779,1685,0,256
CO,Alamosa,8003,7503,0,0,0,0,43.23603892,0.3865120618,0,0,0,0.5331200853,0,0,0,0,0,54.07170465,0,1.62601626,0.1466080235,0,81.23859192,18.74837027,0.01303780965,6231,1438,1
NV,Carson City,32510,30975,0,0,0,0,43.17998386,0,0,0,0,0.6779661017,0,0,1.669087974,0,0,54.47296207,0,0,0,0,99.87805498,0.01016208526,0.1117829379,19657,2,22
NY,Putnam,36079,55505,0,0,0,0,43.15647239,0,0,0,0,0,0,0,0,0,0,56.84352761,0,0,0,0,98.47087379,0.2821601942,1.246966019,32456,93,411
WA,Skamania,53059,7291,0,0,0,0,43.12165684,0.4937594294,0,0,0.09600877795,0.329172953,0,0,0,0,0,54.25867508,0,0,0,1.700726924,65.45454545,4.420677362,30.12477718,3672,248,1690
NH,Belknap,33001,40540,0,0,0,0,43.09077454,0.3280710409,0,0,0,0.4267390232,0,0,0,0,0,56.15441539,0,0,0,0,91.43214882,2.077867875,6.489983306,30670,697,2177
TX,Brewster,48043,4566,0,0,0,0,43.07928165,0.4818221638,0,0,0,0.8760402979,0,0,0,0,0,55.56285589,0,0,0,0,94.30248619,3.815607735,1.881906077,5462,221,109
VA,Accomack,51001,17127,0,0,0,0,43.05482571,0.2101944298,0.09925848076,0,0,0.2393881007,0,0,0,0,0,56.39633327,0,0,0,0,84.1895623,7.423165709,8.387271987,18600,1640,1853
NY,Madison,36053,32179,0,0,0,0,43.0498151,0,0,0,0,0,0,0,0,0,0,56.9501849,0,0,0,0,95.38004011,0.7469396224,3.873020264,27582,216,1120
TX,Collin,48085,512148,0,0,0,0,43.00885681,1.945140858,0,0,0,0.6814436452,0,0,0,0,0,54.36455868,0,0,0,0,97.1947746,0.6232857444,2.181939658,331683,2127,7446
IN,Vanderburgh,18163,73794,0,0,0,0,42.99401035,0,0,0,0,0.5420494891,0,0,0,0,0,55.63595956,0,0,0,0.8279805946,99.90656455,0.01557257528,0.0778628764,70571,11,55
MI,Keweenaw,26083,1607,0,0,0,0,42.93714997,0.1866832607,0.2489110143,0,0,0.3733665215,0,0.4978220286,0,0,0,55.75606721,0,0,0,0,90.12204424,0.5339435545,9.344012204,2363,14,245
MT,Roosevelt,30085,3914,0,0,0,0,42.92284108,0.5365355135,0,0,0,0.5365355135,0,0,0,0,0,52.5038324,0,0,0,3.500255493,98.66899411,0.04363953742,1.287366354,4522,2,59
IN,Allen,18003,162950,0,0,0,0,42.92175514,0,0,0,0,0.7621969929,0,0,0,0,0,55.39920221,0,0,0,0.9168456582,99.19219165,0.4553480806,0.35246027,142684,655,507
SC,Darlington,45031,30241,0,0,0,0,42.91194074,0.1950993684,0,0,0,0.3339836646,0,0,0,0,0,56.27128733,0.2876888992,0,0,0,95.61574887,1.079505944,3.30474519,28875,326,998
WI,Richland,55103,9290,0,0,0,0,42.89558665,0.2691065662,0,0,0.04305705059,0.2045209903,0,0,0,0,0,56.04951561,0,0,0,0.5382131324,94.83756119,1.223854028,3.93858478,8524,110,354
MS,Chickasaw,28017,7205,0,0,0,0,42.85912561,0.05551700208,0.3747397641,0,0,0.1526717557,0,0,0,0,0,56.55794587,0,0,0,0,90.69108092,1.488481985,7.820437094,7677,126,662
TN,Hamilton,47065,173527,0,0,0,0,42.84578192,0.3901410155,0.8356048338,0,0,0,0,0,0,0,0,55.92847223,0,0,0,0,99.74364174,0.06372747813,0.1926307862,137734,88,266
NC,Franklin,37069,42462,0,0,0,0,42.7841364,0.2661202958,0,0,0.1719184212,0.402713014,0,0,0,0,0,56.37511186,0,0,0,0,86.59190933,10.91216013,2.495930548,28726,3620,828
CA,El Dorado,6017,110410,1.323249706,0,0,0,42.74159949,0.6231319627,0,0,0,0.657549135,0,0,0,0,0,54.6544697,0,0,0,0,89.41237599,2.662010464,7.925613543,73995,2203,6559
NH,Coos,33007,17245,0,0,0,0,42.71962888,0.3073354596,0,0,0,0.5276891853,0,0,0,0,0,56.44534648,0,0,0,0,66.79874022,23.37193945,9.829320329,13150,4601,1935
ME,Oxford,23017,32552,0,0,0,0,42.71626935,0.8478741706,0.227328582,0,0,0.5683214549,0,0,0,0,0,55.64020644,0,0,0,0,81.48347815,3.859326441,14.65719541,25695,1217,4622
AL,Conecuh,1035,6043,0,0,0,0,42.69402615,0.0992884329,0.5626344531,0,0,0,0,0,0,0,0,56.64405097,0,0,0,0,57.08743245,9.269779687,33.64278786,4120,669,2428
LA,Jefferson,22051,177402,0,0,0,0,42.68892121,0.7254709643,0,0,0.1307764287,0.4120584886,0,0,0,0,0,55.6983574,0,0,0,0.3444155083,99.45900816,0.3135987836,0.2273930574,146525,462,335
OH,Erie,39043,39569,0,0,0,0,42.63691273,0,0,0,0,0.5180823372,0,0,0,0,0,56.84500493,0,0,0,0,96.55362,2.372822501,1.073557498,33367,820,371
TX,Denton,48121,445919,0,0,0,0,42.59719815,0.8039576694,0,0,0,0.6909326582,0,0,0,0,0,55.90791153,0,0,0,0,98.72329183,0.1178957102,1.158812457,298944,357,3509
WI,Crawford,55023,9068,0,0,0,0,42.56726952,0.1654168505,0,0,0.06616674019,0.1874724305,0,0,0,0,0,56.38509043,0,0,0,0.6285840318,81.78906917,4.472672929,13.7382579,7662,419,1287
OH,Lake,39085,128003,0,0,0,0,42.56462739,0,0,0,0,0.4648328555,0,0,0,0,0,56.97053975,0,0,0,0,99.80177511,0.07683998352,0.1213849015,89619,69,109
CO,Hinsdale,8053,604,0,0,0,0,42.54966887,0.1655629139,0,0,0,0.9933774834,0,0,0,0,0,54.96688742,0,1.324503311,0,0,48.90322581,24.12903226,26.96774194,758,374,418
GA,Twiggs,13289,4456,0,0,0,0,42.52692998,0.1122082585,0,0,0,0.1570915619,0,0,0,0,0,57.2037702,0,0,0,0,64.23006416,15.23831347,20.53162236,2803,665,896
VA,Westmoreland,51193,10568,0,0,0,0,42.49621499,0.2460257381,0.1324753974,0,0,0.3217259652,0,0,0,0,0,56.80355791,0,0,0,0,87.77154594,0.7504542223,11.47799984,11111,95,1453
SD,Minnehaha,46099,93986,0,0,0,0,42.47760305,0,1.647053817,0,0,0.7160640947,0,0,0,0,0,55.15927904,0,0,0,0,99.49326791,0.1562545635,0.3504775256,68131,107,240
IL,Madison,17119,132013,0,0,0,0,42.39809716,0,1.756645179,0,0,0,0,0,0,0,0,55.84525766,0,0,0,0,97.31565359,1.160458066,1.523888344,108179,1290,1694
MI,Calhoun,26025,68404,0,0,0,0,42.37763873,0.2485234782,0.0687094322,0,0,0.3830185369,0,0.483889831,0,0,0,56.43821999,0,0,0,0,89.34587385,4.321873284,6.332252865,50442,2440,3575
SC,Calhoun,45017,7888,0,0,0,0,42.3301217,0.2662271805,0,0,0,0.3676470588,0,0,0,0,0,56.71906694,0.3169371197,0,0,0,94.62299135,1.705809642,3.671199011,7655,138,297
MI,Macomb,26099,508269,0,0,0,0,42.28666316,0.8375486209,0.1166705032,0,0,0.3330913355,0,0.4243815775,0,0,0,56.0016448,0,0,0,0,99.58058051,0.1953691769,0.2240503168,295119,579,664
NY,Niagara,36063,98981,0,0,0,0,42.25558441,0,0,0,0,0,0,0,0,0,0,57.74441559,0,0,0,0,99.71643036,0.03693554152,0.2466340998,83692,31,207
SC,Beaufort,45013,104149,0,0,0,0,42.24908544,0.2957301558,0,0,0,0.5136871213,0,0,0,0,0,56.7677078,0.1737894747,0,0,0,98.79923034,0.1948510607,1.005918601,81128,160,826
NC,Henderson,37089,69530,0,0,0,0,42.22781533,0.4228390623,0,0,0.125125845,0.418524378,0,0,0,0,0,56.80569538,0,0,0,0,92.88980593,3.015094059,4.095100007,49971,1622,2203
AK,,2940,2861,0,0.2796225096,1.258301293,0.4893393918,42.18804614,0.6291506466,4.054526389,0,0,0.9437259699,0,0,0,0,0,50.15728766,0,0,0,0,,,,,,
AL,Barbour,1005,9766,0,0,0,0,42.18718001,0.1331148884,0.563178374,0,0,0,0,0,0,0,0,57.11652673,0,0,0,0,83.24798262,1.629422719,15.12259466,10729,210,1949
KS,Sedgwick,20173,206724,0,0,0,0,42.17023664,0,1.055029895,0,0,0.5722605987,0,0,0,0,0,56.20247286,0,0,0,0,99.59536274,0.1709375542,0.233699701,195185,335,458
CO,Las Animas,8071,7776,0,0,0,0,42.12962963,0.4501028807,0,0,0,0.3858024691,0,0,0,0,0,55.65843621,0,1.208847737,0.16718107,0,62.56086764,6.562638336,30.87649402,5653,593,2790
GA,Quitman,13239,1140,0,0,0,0,42.10526316,0,0,0,0,0.350877193,0,0,0,0,0,57.54385965,0,0,0,0,77.13686418,4.981646565,17.88148925,1471,95,341
CO,Mineral,8079,753,0,0,0,0,42.09827357,0.2656042497,0,0,0,0.5312084993,0,0,0,0,0,55.37848606,0,1.593625498,0.1328021248,0,94.57671958,0.462962963,4.96031746,1430,7,75
MI,Bay,26017,61212,0,0,0,0,42.09468732,0.2221786578,0.05554466444,0,0,0.3185649873,0,0.4704959812,0,0,0,56.83852839,0,0,0,0,94.48601812,2.229661722,3.284320161,43182,1019,1501
IN,LaPorte,18091,47529,0,0,0,0,42.09430032,0,0,0,0,0.6248816512,0,0,0,0,0,56.23093269,0,0,0,1.049885333,92.56255213,4.441201001,2.996246872,44393,2130,1437
NM,Colfax,35007,5801,0,0,0,0,41.99275987,0.2413377004,1.292880538,0,0,0.4137217721,0,0,0,0,0,56.05930012,0,0,0,0,53.18898795,14.36269227,32.44831978,5429,1466,3312
TX,Caldwell,48055,15528,0,0,0,0,41.9693457,0.6117980422,0,0,0,0.5860381247,0,0,0,0,0,56.83281813,0,0,0,0,65.52455165,15.14352833,19.33192001,11436,2643,3374
KY,Woodford,21239,14974,0,0,0,0,41.95271804,0.4006945372,0.9616668893,0,0,0.4607987178,0,0,0,0,0,56.22412181,0,0,0,0,80.41867677,9.872501723,9.708821502,9335,1146,1127
TX,Jim Wells,48249,13229,0,0,0,0,41.93816615,0.1738604581,0,0,0,0.2343336609,0,0,0,0,0,57.65363973,0,0,0,0,98.15676044,0.1871597096,1.656079855,17307,33,292
SC,Dorchester,45035,77479,0,0,0,0,41.93265272,0.6879283419,0,0,0,0.5730585062,0,0,0,0,0,56.58178345,0.2245769822,0,0,0,97.64766943,1.23727565,1.115054916,58323,739,666
